"Konto";"Kontobezeichnung";"Datum";"Belegnummer";"Text";"Gegenkonto";"Soll";"Haben";"Steuer";"Steuerkonto"
"1360";"Geldtransit";"09.01.2026";"";"1047451999913/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047451999913 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"136,19";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"1047452442647/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047452442647 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"85,00";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"1047453049128/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047453049128 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"285,00";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"1047453282268/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047453282268 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"144,15";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"1047453718410/PP.6140.PP/. , Ihr Einkauf bei EREF: 1047453718410 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"110,00";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"1047453762776/PP.6140.PP/. , Ihr Einkauf bei EREF: 1047453762776 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"183,50";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"1047453924552/. EBAY, Ihr Einkauf bei EBAY EREF: 1047453924552 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"99,95";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"1047453928143/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047453928143 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"155,19";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"1047454082860/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047454082860 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"111,19";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"1047454120163/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047454120163 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"106,19";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"1047454265569/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047454265569 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"86,99";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"1047455930884/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047455930884 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"117,69";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"1047456094853/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047456094853 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"89,99";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1201";"700,00";"0,00";"0,00";""
"1360";"Geldtransit";"09.01.2026";"";"v2_b4f5c030-cd20-43f7-80d8-10057afcd0f8_2_13";"1203";"0,00";"85,19";"0,00";""
"1360";"Geldtransit";"10.01.2026";"";"Geldtransit";"1203";"0,00";"700,00";"0,00";""
"1360";"Geldtransit";"12.01.2026";"";"1047494978420/. EBAY, Ihr Einkauf bei EBAY EREF: 1047494978420 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"85,19";"0,00";"0,00";""
"1360";"Geldtransit";"12.01.2026";"";"Geldtransit";"1201";"0,00";"750,00";"0,00";""
"1360";"Geldtransit";"12.01.2026";"";"Rücklagen / DA-5  IBAN: DE34370626004041097022 BIC: GENODED1PAF";"1201";"750,00";"0,00";"0,00";""
"1360";"Geldtransit";"12.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1201";"900,00";"0,00";"0,00";""
"1360";"Geldtransit";"12.01.2026";"";"Storno der Buchung des Auftragsbetrages 500,00 EUR vom 12.01.2026 SVWZ: nintendo consoles SecureGo plus IBAN: FR7616807003223665410219374 BIC: CCBPFRPPGRE";"1201";"0,00";"500,00";"0,00";""
"1360";"Geldtransit";"12.01.2026";"";"00950284";"1203";"0,00";"520,63";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"1047553058209/. RAJAPACK GmbH, Ihr Einkauf bei RAJAPACK GmbH EREF: 1047553058209 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"520,63";"0,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";". MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel/ABBUCHUNG VOM PAYPAL-KONTO EREF: YYW1047582813419";"1201";"0,00";"131,99";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1201";"700,00";"0,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1201";"1.500,00";"0,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"Geldtransit";"1203";"0,00";"900,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"v2_37cdddf6-e075-4000-9e40-c58b149e8d8d_2_9";"1203";"0,00";"147,69";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEV9YCFZ1XPA8KZ0YQJK8S6Y";"1203";"0,00";"131,99";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"v2_50856169-cf88-4a7b-b616-3c0705c3d03f_2_6";"1203";"0,00";"82,69";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEVC7SK5P1BAMZDMA6H1971K";"1203";"0,00";"92,39";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"v2_f03fc57c-1bee-4815-83f9-a018138b89aa_2_19";"1203";"0,00";"130,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEVEM62YT08YGBWD7XBPA4DB";"1203";"0,00";"163,49";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEVF10Y9F7W20HYR2JT3EM4T";"1203";"0,00";"86,40";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"v2_cdd839d4-fbc8-4da5-a22f-c6fabd7a5738_2_9";"1203";"0,00";"95,99";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"v2_2552c3ea-a87a-4d1e-a894-13fbac3e1037_2_8";"1203";"0,00";"75,19";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEV9YCFZ1XPA8KZ0YQJK8S6Y";"1203";"131,99";"0,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEVHA0Q28HE7RHM5E62N350J";"1203";"0,00";"113,50";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"v2_771da8d4-f751-4b4a-9dd7-3b4b2ba96989_2_11";"1203";"0,00";"104,19";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"v2_78e3c443-e7b7-4349-ac71-11326cf45ebf_2_7";"1203";"0,00";"85,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEVM4EGQYD312SQTZVTA19CP";"1203";"0,00";"100,49";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"v2_c172351f-0386-4269-81c6-a0843c5b52c9_2_9";"1203";"0,00";"76,99";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEVPN1GJHXXFFPBQG4J605K9";"1203";"0,00";"111,50";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEVPQPRG6TH8T7PWZ9AKCZR9";"1203";"0,00";"92,39";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"Geldtransit";"1203";"0,00";"100,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"Geldtransit";"1203";"0,00";"80,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"Geldtransit";"1203";"0,00";"130,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEVQ4V29421B5N1JHCHJ04C1";"1203";"0,00";"110,99";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEVQ7XYKJHH37PADBV6JM6FE";"1203";"0,00";"91,65";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"Geldtransit";"1203";"0,00";"110,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"Geldtransit";"1203";"0,00";"97,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"v2_b1f79a71-3230-4b70-8884-9df9ad045cc5_2_6";"1203";"0,00";"130,49";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"Geldtransit";"1203";"0,00";"105,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"Geldtransit";"1203";"0,00";"230,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"Geldtransit";"1203";"0,00";"110,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"v2_10774ea7-2b21-43d6-b1e5-767aad37be01_2_16";"1203";"0,00";"146,18";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEVVBRE79XHZSKGEKYG1FN06";"1203";"0,00";"84,74";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"Geldtransit";"1203";"0,00";"85,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEVXGS1SZ926386EV4E2FWVD";"1203";"0,00";"137,75";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEVXNNKG72E8T9CYY96VWA89";"1203";"0,00";"144,89";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEVXNNKG72E8T9CYY96VWA89";"1203";"144,89";"0,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"Rückzahlung: payin_m_01KEVXNNKG72E8T9CYY96VWA89, 0YC90743370649340";"1203";"144,89";"0,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"Geldtransit";"1203";"0,00";"90,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEVYC81ZHJX6VBVW4FGBC4M9";"1203";"0,00";"63,74";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"Geldtransit";"1203";"0,00";"527,00";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"v2_f399c059-45e6-4834-9479-1d2553291611_2_13";"1203";"0,00";"157,90";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEVZFH2EK10F9EZXNDEMSKM1";"1203";"0,00";"107,39";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEW09V1544PKTPBXKA04E3TA";"1203";"0,00";"91,05";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEW0MZGYFYSVWX0578Z0TQWR";"1203";"0,00";"123,15";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"v2_a069d5c8-de7a-4586-bd6c-f8891cb80dc0_2_12";"1203";"0,00";"55,30";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEW2QFCYPX5XXJF1H9RD1BFY";"1203";"0,00";"114,79";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"payin_m_01KEW3FKKVNDT097N9EMSKZ5Y8";"1203";"0,00";"91,65";"0,00";""
"1360";"Geldtransit";"13.01.2026";"";"v2_d627ceb0-4299-4aeb-87eb-8a1fff1c896c_2_1";"1203";"0,00";"128,19";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"1047581031186/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047581031186 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"147,69";"0,00";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"1047581191606/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047581191606 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"131,99";"0,00";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"1047581645321/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047581645321 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"82,69";"0,00";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"1047581769317/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047581769317 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"92,39";"0,00";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"1047582287510/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047582287510 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"130,00";"0,00";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1201";"2.800,00";"0,00";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"Geldtransit";"1203";"0,00";"1.500,00";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"Geldtransit";"1203";"0,00";"700,00";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"v2_0862b7da-a55d-4c5f-aa92-80957ff80318_2_13";"1203";"0,00";"106,99";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"payin_m_01KEY5Y49HK05F4D1HXZXZGCR6";"1203";"0,00";"158,75";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"v2_8579f7e2-d19d-4d68-9ead-2d1514ab0e75_2_2";"1203";"0,00";"77,39";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"v2_de8f9d3d-4c5e-4771-8745-99a88abb4c23_2_16";"1203";"0,00";"167,69";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"v2_31243223-86b1-4ff7-a4e3-82388a6f8ea8_2_20";"1203";"0,00";"147,69";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"v2_0fe70f99-4a7f-4ca9-97cb-b75cf81aac61_2_6";"1203";"0,00";"104,39";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"v2_6add7c74-6741-4e2f-856c-0a335321eb4c_2_0";"1203";"0,00";"87,69";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"v2_e81cb1d1-a526-44f7-b00a-7618b9a55c24_2_3";"1203";"0,00";"167,69";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"payin_m_01KEYJM7KEG71Q6ASBZ1EPJJ37";"1203";"0,00";"108,74";"0,00";""
"1360";"Geldtransit";"14.01.2026";"";"payin_m_01KEYMM6EFPKFCSVP6CS7EC4V1";"1203";"0,00";"116,75";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047582355929/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047582355929 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"163,49";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047582439207/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047582439207 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"86,40";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047582521715/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047582521715 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"95,99";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047582576905/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047582576905 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"75,19";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047582954777/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047582954777 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"113,50";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047583155950/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047583155950 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"104,19";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047583487318 . eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047583487318 PAYPAL MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: DE88500700100175526303 BIC: DEUTDEFFXXX";"1201";"85,00";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047583584938/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047583584938 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"100,49";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047583980247/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047583980247 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"76,99";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047584178308/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047584178308 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"111,50";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047584194896/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047584194896 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"92,39";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047584229319/PP.6140.PP/. , Ihr Einkauf bei EREF: 1047584229319 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"100,00";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047584246119/PP.6140.PP/. , Ihr Einkauf bei EREF: 1047584246119 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"80,00";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047584275694 PP.6140.PP . , Ihr Einkauf bei EREF: 1047584275694 PP.6140.PP PAYPAL MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: DE88500700100175526303 BIC: DEUTDEFFXXX";"1201";"130,00";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047584293585/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047584293585 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"110,99";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047584318844/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047584318844 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"91,65";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047584491022/PP.6140.PP/. , Ihr Einkauf bei EREF: 1047584491022 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"110,00";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047584516644/PP.6140.PP/. , Ihr Einkauf bei EREF: 1047584516644 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"97,00";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047584591812/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047584591812 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"130,49";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047584618227/PP.6140.PP/. , Ihr Einkauf bei EREF: 1047584618227 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"105,00";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047584645350/PP.6140.PP/. , Ihr Einkauf bei EREF: 1047584645350 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"230,00";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047584974402/PP.6140.PP/. , Ihr Einkauf bei EREF: 1047584974402 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"110,00";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047585346525/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047585346525 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"146,18";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047585372901/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047585372901 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"84,74";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047585476851/PP.6140.PP/. , Ihr Einkauf bei EREF: 1047585476851 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"85,00";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047585958750/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047585958750 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"137,75";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047586082401/PP.6140.PP/. , Ihr Einkauf bei EREF: 1047586082401 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"90,00";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047586194916/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047586194916 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"63,74";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047586418454/PP.6140.PP/. , Ihr Einkauf bei EREF: 1047586418454 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"527,00";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047586456605/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047586456605 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"157,90";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047586510309/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047586510309 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"107,39";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047586742545/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047586742545 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"91,05";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047586843752/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1047586843752 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"123,15";"0,00";"0,00";""
"1360";"Geldtransit";"15.01.2026";"";"1047587131683/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047587131683 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1201";"55,30";"0,00";"0,00";""
